Lee_Ngram_freq,Lee_Ngrams
17,closer to
17,little snug
17,little small
17,my regular
17,complaint is
17,about this
17,better then
17,jeans always
17,changed the
17,of one
17,my expectations
17,comfortable will
17,always have
17,the maverick
17,size too
17,shown in
17,movement and
17,we ve
17,nice for
17,very large
16,in good
16,denim material
16,are almost
16,skinny jean
16,now that
16,he liked
16,an excellent
16,he ever
16,the older
16,couldn be
16,pair as
16,little tighter
16,prefer the
16,fits my
16,the overall
16,still have
16,fit comfortably
16,made jeans
16,have more
16,have hard
16,fine and
16,these but
16,use to
16,not slim
16,size or
16,feel very
16,have little
16,purchased in
16,to put
16,only had
16,bit longer
16,and how
16,material but
16,stretch denim
16,what to
16,the point
16,and give
16,comfort waist
16,then they
16,few washes
16,not worth
16,without looking
16,years have
16,size bigger
16,to shop
16,sure you
16,purchase and
16,extreme comfort
16,are quite
16,34 and
16,stretch for
16,bit larger
16,make the
16,only issue
16,have very
16,up for
16,will tell
16,usually get
16,big thighs
16,fit quality
16,you should
16,athletic build
16,make it
16,fit than
16,29 inch
16,stuck with
16,fit you
16,right away
16,lee but
16,my work
16,and again
16,incredibly comfortable
16,at local
16,pair so
16,to long
16,were so
16,fit have
16,bought from
16,had in
16,stores and
16,perfect but
16,in stock
16,can always
16,are for
16,my third
16,material in
16,and out
16,it for
16,best jean
16,just wish
16,thought was
16,pocket and
16,pants so
16,down in
16,give in
16,never find
16,good jean
16,work for
16,give it
16,jeans should
16,for people
16,holes in
16,be bit
16,give me
16,old man
16,look very
16,worn for
16,we were
16,that aren
16,much darker
16,but lee
16,like but
16,run little
16,color as
16,well constructed
16,is about
16,however they
16,delivery and
16,though the
16,and what
16,sit down
16,and see
16,just be
16,time but
16,that in
16,and wears
16,that ordered
16,dress pants
16,beat the
16,this for
16,pants because
16,levis and
16,love my
16,reasonably priced
16,form fitting
16,but we
16,but were
16,some weight
16,inseam is
16,him to
16,much that
16,two days
16,department store
16,think that
16,being able
16,waist with
16,must have
16,when tried
16,up size
16,has changed
16,to what
16,comfort is
16,so hard
16,and spandex
16,very tight
16,but had
16,perfectly the
16,la tela
16,many pairs
16,moving around
16,thin material
16,for any
16,buying another
16,and super
16,the lees
16,it really
16,have enough
16,baggy or
16,my job
16,it on
15,in two
15,go up
15,have gotten
15,pants look
15,the 34
15,these just
15,these is
15,nice stretch
15,pants will
15,so am
15,but really
15,my closet
15,or they
15,gave them
15,with stretch
15,are supposed
15,that not
15,different than
15,but feel
15,this pants
15,jeans feel
15,from this
15,the are
15,of what
15,not my
15,pants love
15,different pairs
15,tight around
15,new go
15,in their
15,material has
15,fit because
15,waist to
15,30 length
15,worry about
15,this will
15,the difference
15,price they
15,and bending
15,some more
15,30 years
15,like some
15,pants my
15,and think
15,glad to
15,to this
15,the colour
15,old jeans
15,loose fitting
15,so don
15,comfortable my
15,send them
15,am going
15,makes these
15,as regular
15,pair from
15,loose but
15,switched to
15,as promised
15,body type
15,worn and
15,wasn sure
15,length of
15,stretch fit
15,come out
15,fabric in
15,washed and
15,waist for
15,jeans made
15,dark stone
15,and wanted
15,get it
15,well these
15,and to
15,is extremely
15,up or
15,as have
15,pants like
15,the boot
15,old pair
15,being said
15,with your
15,selection of
15,sure what
15,how well
15,comfy jeans
15,jeans also
15,jeans buy
15,happened to
15,will keep
15,waist has
15,expected they
15,larger size
15,from here
15,is and
15,re the
15,great feel
15,between the
15,even the
15,than usual
15,awesome and
15,little extra
15,my fault
15,re wearing
15,no one
15,38 waist
15,buy and
15,short and
15,thanks to
15,small for
15,may have
15,wearing sweatpants
15,ordering another
15,in love
15,look to
15,would order
15,in more
15,issue with
15,stone color
15,big but
15,you ve
15,he always
15,fits and
15,also they
15,that being
15,when ordered
15,are to
15,in one
15,it feels
15,all three
15,stretchy pants
15,the low
15,and durability
15,on for
15,it it
15,it in
15,lower than
15,great stretch
15,slim cut
15,don need
15,thick and
15,on in
15,back for
15,one thing
15,quite as
15,pairs the
15,great too
15,variety of
15,in fit
15,when was
15,and plan
15,work as
15,for comfortable
15,quickly and
15,little longer
15,fitting jean
15,la cintura
15,normal size
15,up in
15,really love
15,you to
15,quality denim
15,and did
15,husband loved
15,bought lee
15,me very
15,the few
15,way the
15,this color
15,ended up
15,fit much
15,rest of
15,husband perfectly
15,material that
15,won wear
15,is true
15,of times
15,love how
15,fit it
15,traditional jeans
15,ordered one
15,my wallet
15,just got
15,inseam and
15,came with
15,what he
15,that just
15,shape and
15,price on
15,30 and
15,and arrived
15,and with
15,received them
15,pair with
15,price great
15,delivery was
15,think the
15,everything is
15,fit this
15,in place
15,was wearing
15,where they
15,it wasn
15,husband they
15,two years
15,everything about
15,husband really
15,perfectly he
15,would fit
15,well look
15,likes these
15,owned the
15,fit pretty
15,exactly like
15,for us
15,quality material
15,are big
15,made them
15,the gusset
14,wear lee
14,my favorites
14,are wearing
14,sure how
14,32 length
14,are what
14,same exact
14,have different
14,care for
14,denim that
14,up great
14,jeans fits
14,up as
14,en la
14,him well
14,love that
14,that could
14,looking and
14,enough room
14,tried to
14,looked at
14,see what
14,tried the
14,were good
14,look the
14,shopping for
14,of regular
14,multiple pairs
14,buy from
14,the knee
14,longer and
14,end of
14,of weight
14,can still
14,and wash
14,the actual
14,moves with
14,the box
14,hope this
14,that when
14,that wear
14,much as
14,and thought
14,much bought
14,lost weight
14,but as
14,but little
14,but look
14,how long
14,durability and
14,several pair
14,but overall
14,in another
14,buy this
14,on first
14,heavy duty
14,will shrink
14,of any
14,and jeans
14,price the
14,the third
14,have other
14,are like
14,expected good
14,almost like
14,like pair
14,took chance
14,like other
14,same quality
14,like most
14,the world
14,are probably
14,one in
14,are excellent
14,liked lee
14,unfortunately the
14,on one
14,local stores
14,heavy denim
14,brand that
14,were much
14,on lee
14,and needed
14,and need
14,in mind
14,wearing for
14,he absolutely
14,the previous
14,everything was
14,you so
14,have trouble
14,in quality
14,you order
14,carpenter jean
14,and couldn
14,retail stores
14,store to
14,fit all
14,ask for
14,others have
14,version of
14,thinner and
14,be made
14,be great
14,leg is
14,purchasing more
14,color in
14,return these
14,not much
14,for size
14,amazon they
14,these seem
14,at amazon
14,is still
14,perfect as
14,only reason
14,size so
14,just received
14,always the
14,ordered my
14,as ordered
14,not that
14,day they
14,jean in
14,good thing
14,be well
14,half the
14,always worn
14,just fit
14,very baggy
14,not shrink
14,just in
14,these don
14,and buy
14,ordered pairs
14,part is
14,got it
14,as usual
14,fit jean
14,is thinner
14,recommend it
14,great as
14,was pleasantly
14,they only
14,fits in
14,although the
14,starting to
14,was about
14,cotton spandex
14,stay up
14,it can
14,no way
14,could do
14,clothes online
14,it more
14,quick delivery
14,pairs now
14,was disappointed
14,pairs have
14,slim and
14,back in
14,started to
14,value and
14,skin tight
14,re very
14,they actually
14,fit or
14,best part
14,material they
14,to just
14,would say
14,fit properly
14,quality good
14,need the
14,other jean
14,work but
14,they felt
14,lee have
14,they give
14,pair will
14,guy like
14,people who
14,lack of
14,work so
14,to baggy
14,which was
14,go down
14,pants was
14,perfect very
14,get more
14,years old
14,go through
14,arrived in
14,about inches
14,get to
14,size 36
14,feel more
14,more durable
14,style for
14,nice comfortable
14,comfortable just
14,them more
14,we re
14,jeans nice
14,comfortable love
14,jeans or
14,jeans only
14,waist fits
14,am glad
14,them online
14,going back
14,good enough
14,as levi
14,stretch of
14,jeans without
14,pants if
14,gone down
14,going out
14,amazingly comfortable
14,size 32
14,very light
14,product as
14,my normal
13,the cloth
13,very small
13,know that
13,great have
13,know if
13,motion is
13,am used
13,but at
13,great deal
13,cold water
13,re just
13,well worth
13,re looking
13,know why
13,all other
13,for everyday
13,jeans ordered
13,when wear
13,don wear
13,if this
13,the khaki
13,comfortable not
13,the job
13,any of
13,or even
13,long in
13,better and
13,out with
13,ve already
13,ll have
13,the local
13,than jeans
13,pay for
13,so nice
13,the 36
13,buying the
13,better price
13,the mall
13,was easy
13,quite comfortable
13,he would
13,overall good
13,so not
13,in construction
13,it my
13,pants just
13,don mind
13,so there
13,need it
13,large and
13,it nice
13,no surprises
13,over year
13,all that
13,working in
13,throughout the
13,jeans by
13,heavy and
13,an elastic
13,pants not
13,on buying
13,and wearing
13,but like
13,if lee
13,time have
13,seem like
13,freedom of
13,that size
13,being the
13,nice look
13,jeans usually
13,for what
13,however these
13,me so
13,for very
13,several more
13,five stars
13,because my
13,very picky
13,with good
13,get what
13,but to
13,pocket for
13,amazon has
13,all fit
13,pants as
13,some stretch
13,were comfortable
13,pants would
13,get another
13,very fast
13,well so
13,waist which
13,were delivered
13,old son
13,this model
13,that little
13,lot more
13,snug in
13,son who
13,snug but
13,nice fitting
13,jeans super
13,enjoy the
13,that there
13,all cotton
13,give these
13,it stretches
13,would purchase
13,well will
13,that actually
13,or just
13,regular size
13,would never
13,no matter
13,being baggy
13,thanks for
13,me is
13,real jeans
13,waist as
13,and too
13,another one
13,the hassle
13,rear pockets
13,construction and
13,ordered this
13,the good
13,looking at
13,much to
13,off my
13,down size
13,plus they
13,jeans after
13,it too
13,him in
13,the ground
13,three pair
13,return window
13,tight they
13,think it
13,be getting
13,nearly as
13,hoping they
13,was getting
13,lees are
13,as stated
13,makes for
13,also like
13,finding the
13,can only
13,my previous
13,purchase these
13,use the
13,same price
13,to shrink
13,match the
13,34 inseam
13,only buy
13,size fits
13,more soon
13,legs were
13,as lee
13,wear size
13,not wear
13,only downside
13,first but
13,first day
13,expect from
13,only pants
13,price point
13,put these
13,stores so
13,like was
13,leg but
13,can bend
13,30 inseam
13,different from
13,these from
13,to others
13,is one
13,you just
13,different brands
13,to pants
13,leg length
13,unless you
13,even close
13,as heavy
13,as he
13,to tell
13,perfectly in
13,is actually
13,depending on
13,ones have
13,them not
13,now my
13,has some
13,levis but
13,and find
13,and felt
13,to you
13,such as
13,inseam was
13,since he
13,light blue
13,ones bought
13,far so
13,carpenter pants
13,wear as
13,one was
13,style is
13,are slightly
13,levi 501
13,stretchy they
13,my entire
13,stretchy waist
13,similar to
13,you and
13,fabric that
13,my local
13,them will
13,pair at
13,probably buy
13,wear my
13,and dried
13,said the
13,and drying
13,favorite jean
13,is all
13,style in
13,too low
13,tall guy
13,and both
13,to his
13,fits like
13,wrangler jeans
13,and liked
13,with quality
13,do they
13,not big
13,the office
13,it but
13,he doesn
13,awesome jeans
13,right leg
13,right fit
13,fit without
13,by lee
13,guy these
13,to change
13,even with
13,in lee
13,it also
13,do that
13,not look
13,allows for
13,and levi
13,are comfy
13,to bend
13,do it
13,also very
13,it been
13,36 32
13,material seems
13,lee fit
13,near the
13,wrangler and
13,quality the
13,everything else
13,not an
13,they all
13,little large
13,of black
13,to expect
12,but also
12,arrived quickly
12,an athletic
12,although they
12,motion and
12,it that
12,pretty well
12,loose around
12,like good
12,as big
12,jeans stretch
12,and dry
12,same color
12,is because
12,as can
12,is better
12,up but
12,it again
12,issue is
12,arrived as
12,picky about
12,are these
12,was like
12,little smaller
12,went with
12,wear but
12,jeans has
12,problems with
12,area and
12,more lee
12,but even
12,been very
12,before the
12,say these
12,hot water
12,and their
12,product but
12,lbs and
12,me as
12,jeans most
12,were as
12,an older
12,was correct
12,already had
12,and easy
12,and much
12,it did
12,many other
12,how it
12,pair after
12,in cold
12,under the
12,local store
12,are smaller
12,break in
12,and crotch
12,were to
12,broken in
12,is ok
12,used for
12,return it
12,and belt
12,like sweatpants
12,lee makes
12,bit large
12,bottom of
12,will try
12,as work
12,are looking
12,as we
12,quality has
12,wear very
12,best and
12,bought at
12,pair ve
12,best have
12,really great
12,me like
12,it they
12,like your
12,bought my
12,amazon the
12,at reasonable
12,be happier
12,washed the
12,and received
12,pant leg
12,are going
12,another color
12,quality fit
12,was way
12,low on
12,are and
12,and butt
12,impossible to
12,bought three
12,husband for
12,was surprised
12,legs so
12,perfect pair
12,until they
12,two months
12,are available
12,waste of
12,weight denim
12,perfect size
12,long for
12,ve gotten
12,baggy jeans
